                                                            ,delta_test_loss_at_h0  ,delta_test_loss_at_h1  ,delta_test_loss_at_h2  ,delta_test_loss_at_h3  ,delta_test_loss_at_h4  ,delta_test_loss_at_h5  ,delta_test_loss_at_h6  ,delta_test_loss_at_h7  ,delta_test_loss_at_h8  ,delta_test_loss_at_h9  ,delta_test_loss_at_h10 ,delta_test_loss_at_h11 ,delta_test_loss_at_h12 ,delta_test_loss_at_h13 ,delta_test_loss_at_h14 ,delta_test_loss_at_h15 ,delta_test_loss_at_h16 ,delta_test_loss_at_h17 ,delta_test_loss_at_h18 ,delta_test_loss_at_h19 ,delta_test_loss_at_h20 ,delta_test_loss_at_h21 ,delta_test_loss_at_h22 ,delta_test_loss_at_h23 ,delta_test_loss_at_h24 ,delta_test_loss_at_h25 ,delta_test_loss_at_h26 ,delta_test_loss_at_h27 ,delta_test_loss_at_h28 ,delta_test_loss_at_h29 ,delta_test_loss_at_h30 ,delta_test_loss_at_h31 ,delta_test_loss_at_h32 ,delta_test_loss_at_h33 ,delta_test_loss_at_h34 ,delta_test_loss_at_h35 ,delta_test_loss_at_h36 ,delta_test_loss_at_h37 ,delta_test_loss_at_h38 ,delta_test_loss_at_h39 ,delta_test_loss_at_h40 ,delta_test_loss_at_h41 ,delta_test_loss_at_h42 ,delta_test_loss_at_h43 ,delta_test_loss_at_h44 ,delta_test_loss_at_h45 ,delta_test_loss_at_h46 ,delta_test_loss_at_h47 ,delta_test_loss_at_h48 ,delta_test_loss_at_h49
tmp64__zero_cross_rate__output_weight_grads_mean            ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__sign_persistence__output_weight_grads_mean           ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__mean_second_diff__output_weight_grads_mean           ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__abs_mean_second_diff__output_weight_grads_mean       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__l1norm__output_weight_grads_mean                     ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__l2norm__output_weight_grads_mean                     ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__half_diff_mean__output_weight_grads_mean             ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__ema_crossover_rate__output_weight_grads_mean         ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__dom_freq_idx__output_weight_grads_mean               ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__spectral_entropy__output_weight_grads_mean           ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__low_high_bandpower_ratio__output_weight_grads_mean   ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__above_1_sigma_rate__output_weight_grads_mean         ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__above_2_sigma_rate__output_weight_grads_mean         ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__fano_factor__output_weight_grads_mean                ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__skew__output_weight_grads_mean                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__kurtosis__output_weight_grads_mean                   ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__mean__output_weight_grads_var                        ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__std__output_weight_grads_var                         ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__slope_ols__output_weight_grads_var                   ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__median__output_weight_grads_var                      ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__ema_mean_hl__output_weight_grads_var                 ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__var__output_weight_grads_var                         ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__mad__output_weight_grads_var                         ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__iqr__output_weight_grads_var                         ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__min__output_weight_grads_var                         ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__max__output_weight_grads_var                         ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__range__output_weight_grads_var                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__q10__output_weight_grads_var                         ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__q90__output_weight_grads_var                         ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__tail_exceed_p90_rate__output_weight_grads_var        ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__trend_tstat__output_weight_grads_var                 ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__delta_last_first__output_weight_grads_var            ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__pct_change_last_first__output_weight_grads_var       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__spearman_rho_time__output_weight_grads_var           ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__autocorr_lag1__output_weight_grads_var               ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__vol_cluster_acf__output_weight_grads_var             ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
tmp64__zero_cross_rate__output_weight_grads_var             ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,                       ,
